*** COMPREHENSIVE AEROLOGICAL REFERENCE DATASET (CARDS) STATION HISTORY *** 

NUMBER = STATION NUMBER (1ST 5 DIGITS IS WMO NUMBER)
NAME = STATION NAME 
COUNTRY = FIPS COUNTRY CODE 
LATITUDE = LATITUDE IN DEGREES & HUNDREDTHS (SOUTH = NEGATIVE)  
LONGITUDE = LONGITUDE IN DEGREES & HUNDREDTHS (WEST = NEGATIVE) 
ELEV = ELEVATION IN METERS (UNKNOWN = 9999.9)   
BEGINS = BEGINNING YEAR-MONTH FOR DIGITAL DATA  
ENDS = ENDING YEAR-MONTH FOR DIGITAL DATA (999912 = STATION STILL ACTIVE)   

NUMBER NAME                            COUNTRY    LATITUDE  LONGITUDE   ELEV    BEGINS ENDS 
723530 OKLAHOMA CITY/WILL ROG               US    35.40000  -97.60000  392.0    195507 196706   
723530 OKLAHOMA CITY/WILL ROG               US    35.40000  -97.60000  391.0    193807 195507   
723535 ENID/VANCE AFB                       US    36.33300  -97.66700  396.0    194411 195207   
723540 OKLAHOMA CITY/TINKER A               US    35.41700  -97.38300  386.0    196707 197312   
723540 OKLAHOMA CITY/TINKER A               US    35.43300  -97.38300  387.0    195908 196706   
723540 OKLAHOMA CITY/TINKER A               US    35.43300  -97.38300  390.0    195312 195908   
723540 OKLAHOMA CITY/TINKER A               US    35.43300  -97.38300  375.0    195202 195312   
723540 OKLAHOMA CITY/TINKER A               US    35.43300  -97.38300  380.0    195101 195202   
723540 OKLAHOMA CITY/TINKER A               US    35.43300  -97.38300  376.0    194909 195101   
723540 OKLAHOMA CITY/TINKER A               US    35.43300  -97.38300  383.0    194909 194909   
723550 FORT SILL (US ARMY)                  US    34.60000  -98.40000  360.0    196811 999912   
723555 LAWTON                               US    34.65000  -98.40000  365.0    196002 196003   
723555 FT SILL                              US    34.65000  -98.38300  357.0    194411 195206   
723570 NORMAN                               US    35.23300  -97.46700  362.0    198903 999912   
723570 NORMAN                               US    35.23300  -97.46700  362.0    197401 197501   
723630 AMARILLO                             US    35.23300 -101.70000 1095.0    195612 999912   
723630 AMARILLO                             US    35.23300 -101.70000 1098.0    195612 195612   
723630 AMARILLO                             US    35.23300 -101.70000 1096.0    195611 195612   
723630 AMARILLO                             US    35.21700 -101.83000 1099.0    195610 195611   
723630 AMARILLO                             US    35.21700 -101.83000 1096.0    195210 195610   
723630 AMARILLO                             US    35.21700 -101.83000 1099.0    195202 195210   
723650 ALBUQUERQUE                          US    35.05000 -106.61000 1619.0    195109 999912   
723650 ALBUQUERQUE                          US    35.05000 -106.61000 1620.0    193903 195109   
723740 WINSLOW                              US    35.01700 -110.73000 1487.0    196901 999912   
723740 WINSLOW                              US    35.01700 -110.73000 1492.0    196111 196812   
723810 MUROC/EDWARDS AFB                    US    34.91700 -117.90000  725.0    195603 999912   
723810 MUROC/EDWARDS AFB                    US    34.90000 -117.88000  695.0    195003 195603   
723815 BAKER                                US    35.26700 -116.08000  284.0    195704 195709   
723845 INYOKERN/CHINA LAKE NA               US    35.68300 -117.68000  683.0    197305 999912   
723845 INYOKERN/CHINA LAKE NA               US    35.68300 -117.68000  677.0    195511 197304   
723845 INYOKERN/CHINA LAKE NA               US    35.68300 -117.68000  676.0    194502 195511   
723850 YUCCA FLAT                           US    36.95000 -116.05000 1198.0    196811 197905   
723850 YUCCA FLAT                           US    36.95000 -116.05000 1196.0    196201 196811   
723850 JACKASS FLATS                        US    36.80000 -116.26000 1102.0    196104 196112   
723850 JACKASS FLATS                        US    36.80000 -116.26000 1100.0    196005 196104   
723850 YUCCA FLAT                           US    36.95000 -116.05000 1196.0    195908 196005   
723850 JACKASS FLATS                        US    36.80000 -116.26000 1100.0    195904 195908   
723850 YUCCA FLAT                           US    36.95000 -116.05000 1196.0    195609 195904   
723860 LAS VEGAS                            US    36.08300 -115.16000  660.0    194801 196610   
723870 DESERT ROCK/MERCURY                  US    36.61700 -116.01000 1007.0    197805 999912   
723870 MERCURY/TEST SITE                    US    36.95000 -116.08000 1196.0    195502 195511   
723870 MERCURY/TEST SITE                    US    36.95000 -116.05000 1197.0    195212 195306   
723870 MERCURY/TEST SITE                    US    36.60000 -115.96000 1155.0    195204 195212   
723870 MERCURY/TEST SITE                    US    36.93300 -116.06000 1259.0    195108 195204   
723880 N CHINA LAKE/G-1 RANGE               US    35.78300 -117.78000  666.0    195701 196402   
723880 N CHINA LAKE/G-1 RANGE               US    35.78300 -117.78000  670.0    195403 195612   
723880 N CHINA LAKE/B-1 RANGE               US    35.78300 -117.78000  687.0    194707 195403   
723890 FRESNO                               US    36.76700 -119.70000  103.0    195502 195504   
723910 POINT MUGU                           US    34.10000 -119.11000    2.0    197701 999912   
723910 POINT MUGU                           US    34.10000 -119.11000    4.0    196307 197701   
723910 POINT MUGU                           US    34.11700 -119.11000    4.0    196004 196307   
723910 POINT MUGU                           US    34.11700 -119.11000   25.0    195901 196003   
723910 POINT MUGU                           US    34.11700 -119.11000   18.0    195012 195901   
723910 POINT MUGU NAS                       US    34.11700 -119.11000    8.0    194711 195012   
723920 VANDENBERG AFB                       US    34.75000 -120.56000   98.0    195912 196003   
723920 POINT ARGUELLO                       US    34.66700 -120.58000  113.0    195907 196510   
723920 VANDENBERG AFB                       US    34.75000 -120.56000  104.0    195812 195912   
723920 VANDENBERG AFB                       US    34.71700 -120.56000  123.0    195807 195811   
723930 VANDENBERG SOUTH                     US    34.55000 -120.53000   63.0    196705 197008   
723930 VANDENBERG                           US    34.75000 -120.56000  100.0    196512 999912   
723930 VANDENBERG AFB                       US    34.75000 -120.56000   99.0    196510 196512   
723940 SANTA MARIA                          US    34.90000 -120.45000   74.0    195410 195906   
723940 SANTA MARIA                          US    34.93300 -120.41000   71.0    194801 195410   
723966 JOLON                                US    36.00000 -121.23000  317.0    196506 198112   
724020 WALLOPS ISLAND                       US    37.93300  -75.48300   13.0    198406 999912   
724020 WALLOPS ISLAND                       US    37.85000  -75.48300    4.0    196911 198405   
724020 WALLOPS ISLAND                       US    37.85000  -75.48300    3.0    196310 196910   
724030 STERLING(WASH DULLES)                US    38.98300  -77.46700   85.0    196010 999912   
724040 PATUXENT RIVER NAS                   US    38.28300  -76.41700   10.0    194505 195402   
724045 WASH/SITE 5 (EMSU)                   US    38.85000  -76.93300   88.0    197107 197110   
724050 SILVER HILL                          US    38.83300  -76.95000   88.0    195010 196010   
724050 WASHINGTON/BOLLING AFB               US    38.83300  -77.01700   18.0    194312 194407   
724050 WASHINGTON/NAT APT                   US    38.85000  -77.03300   25.0    193407 195009   
724070 ATLANTIC CITY   TO 725010            US    39.75000  -74.66700   23.0    198009 999912   
724080 PHILADELPHIA                         US    39.88300  -75.25000   23.0    195501 195711   
724090 LAKEHURST/NAS                        US    40.03300  -74.31700   40.0    194601 195507   
724090 LAKEHURST                            US    40.03300  -74.31700   39.0    193910 194411   
724095 RED BANK                             US    40.30000  -74.05000   16.0    194712 194802   
724140 CHARLESTON (EMSU)                    US    38.38300  -81.76700  182.0    197207 197911   
724230 FT KNOX/GODMAN AFB                   US    37.90000  -85.96700  230.0    195405 195410   
724230 LOUISVILLE                           US    38.18300  -85.73300  166.0    194311 194603   
724235 LOUISVILLE (EMSU)                    US    38.20000  -85.75000  141.0    197104 197306   
724250 HUNTINGTON                           US    38.36700  -82.55000  246.0    196112 999912   
724250 HUNTINGTON                           US    38.41700  -82.50000  172.0    194107 194808   
724290 DAYTON/SULPHUR GROVE                 US    39.86700  -84.11700  298.0    197107 999912   
724290 DAYTON/SULPHUR GROVE                 US    39.86700  -84.11700  299.0    196911 197107   
724290 DAYTON/SULPHUR GROVE                 US    39.86700  -84.11700  297.0    195605 196911   
724290 DAYTON/WRIGHT PATTERSON              US    39.86700  -84.11700  297.0    195112 195604   
724330 SALEM                                US    38.65000  -88.96700  175.0    197001 198811   
724330 SALEM                                US    38.65000  -88.96700  174.0    196906 197001   
724330 BELLEVILLE/SCOTT AFB                 US    38.55000  -89.51700  133.0    195905 195909   
724330 BELLEVILLE/SCOTT AFB                 US    38.55000  -89.98300  133.0    195204 195509   
724330 BELLEVILLE/SCOTT AFB                 US    38.55000  -89.98300  136.0    195007 195203   
724340 ST LOUIS                             US    38.75000  -90.38300  181.0    193909 194601   
724350 PADUCAH                              US    37.06700  -88.76700  126.0    198811 999912   
724360 COLUMBUS/BAKALAR AFB                 US    39.26700  -85.90000  199.0    195505 195509   
724450 COLUMBIA TO 723490                   US    38.96700  -92.36700  238.0    195101 197008   
724450 COLUMBIA                             US    38.96700  -92.36700  239.0    194602 195101   
724457 FT LEONARD WOOD                      US    37.75000  -92.15000  353.0    196410 196411   
724500 WICHITA/MCCONNEL                     US    37.61700  -97.26700  418.0    195206 195209   
724510 DODGE CITY                           US    37.76700  -99.96700  791.0    196312 999912   
724510 DODGE CITY                           US    37.76700  -99.96700  792.0    195512 196312   
724510 DODGE CITY                           US    37.76700  -99.96700  800.0    194308 195512   
724550 FT RILEY/MARSHALL AAF                US    39.05000  -96.76700  324.0    196907 999912   
724550 FT RILEY/MARSHALL AAF                US    39.05000  -96.76700  324.0    195804 195810   
724560 TOPEKA                               US    39.06700  -95.61700  268.0    196901 999912   
724560 TOPEKA                               US    39.06700  -95.61700  269.0    195509 196812   
724560 TOPEKA/FORBES AFB                    US    38.95000  -95.66700  321.0    195402 195509   
724560 TOPEKA/FORBES AFB                    US    38.95000  -95.66700  329.0    195312 195402   
724570 FT LEAVENWORTH/SHERMAN               US    39.31700  -94.91700  327.0    195106 195310   
724570 FT LEAVENWORTH/SHERMAN               US    39.31700  -94.91700  274.0    194808 195105   
724570 FT LEAVENWORTH/SHERMAN               US    39.33300  -94.91700  267.0    194405 194808   
724586 SALINA/SCHILLING AFB                 US    38.80000  -97.63300  385.0    195703 195810   
724586 SALINA/SCHILLING AFB                 US    38.80000  -97.63300  386.0    195602 195609   
724586 SALINA/SCHILLING AFB                 US    38.80000  -97.63300  383.0    194407 195509   
724620 ALAMOSA MUNICIPAL                    US    37.45000 -105.86000 2297.0    197512 999912   
724650 GOODLAND                             US    39.36700 -101.70000 1113.0    196105 196109   
724650 GOODLAND                             US    39.35000 -101.70000 1124.0    195906 195909   
724650 GOODLAND                             US    39.36700 -101.70000 1112.0    195806 196009   
724650 GOODLAND                             US    39.36700 -101.70000 1100.0    195707 195805   
724650 GOODLAND                             US    39.36700 -101.70000 1113.0    195207 195707   
724680 FORT CARSON/ARMY                     US    38.70000 -104.76000 1789.0    196902 999912   
