*** COMPREHENSIVE AEROLOGICAL REFERENCE DATASET (CARDS) STATION HISTORY *** 

NUMBER = STATION NUMBER (1ST 5 DIGITS IS WMO NUMBER)
NAME = STATION NAME 
COUNTRY = FIPS COUNTRY CODE 
LATITUDE = LATITUDE IN DEGREES & HUNDREDTHS (SOUTH = NEGATIVE)  
LONGITUDE = LONGITUDE IN DEGREES & HUNDREDTHS (WEST = NEGATIVE) 
ELEV = ELEVATION IN METERS (UNKNOWN = 9999.9)   
BEGINS = BEGINNING YEAR-MONTH FOR DIGITAL DATA  
ENDS = ENDING YEAR-MONTH FOR DIGITAL DATA (999912 = STATION STILL ACTIVE)   

NUMBER NAME                            COUNTRY    LATITUDE  LONGITUDE   ELEV    BEGINS ENDS 
704140 SHEMYA                               US    52.71700  174.10000   38.0    196001 999912   
704140 SHEMYA (WB)                          US    52.71700  174.10000   37.0    195908 196001   
704140 SHEMYA ISLAND NAVY                   US    52.71700  174.10000   40.0    195903 195908   
704140 SHEMYA ISLAND NAVY                   US    52.71700  174.10000   34.0    195806 195903   
704140 SHEMYA ISLAND NAVY                   US    52.71700  174.10000   34.0    195806 195903   
704140 SHEMYA ISLAND AFB                    US    52.73300  174.11000   80.0    195101 195406   
704140 SHEMYA ISLAND                        US    52.71700  174.06000   20.0    194503 195012   
704390 AMCHITKA                             US    51.38300  179.26700   69.0    196510 196510   
704390 AMCHITKA                             US    51.38300  179.26700   69.0    195010 195011   
704390 AMCHITKA                             US    51.38300  179.26700   69.0    195002 195004   
704390 AMCHITKA                             US    51.38300  179.25000   68.0    194912 194912   
704390 AMCHITKA ISLAND                      US    51.38300  179.25000   68.0    194811 194907   
704390 AMCHITKA ISLAND                      US    51.40000  179.26000   46.0    194406 194811   
704540 ADAK/DAVIS AFB                       US    51.88300 -176.65000    8.0    195306 999912   
704540 ADAK/DAVIS AFB                       US    51.88300 -176.65000   20.0    195009 195306   
704540 ADAK/DAVIS AFB                       US    51.88300 -176.65000    4.0    194806 195008   
704540 ADAK/DAVIS AFB                       US    51.88300 -176.51000    4.0    194403 194806   
704540 ADAK                                 US    51.88300 -176.63000   38.0    194212 194402   
704850 UMNAK/CAPE AFB/FT GLEN               US    53.38300 -167.90000   22.0    194709 195011   
704850 UMNAK/CAPE AFB/FT GLEN               US    53.38300 -167.90000   58.0    194606 194709   
704890 DUTCH HARBOR                         US    53.90000 -166.53000    7.0    195206 195407   
704890 DUTCH HARBOR                         US    53.90000 -166.53000   12.0    195012 195205   
710430 NORMAN WELLS (UA)                    CA    65.28300 -126.75000   95.0    198411 999912   
710430 NORMAN WELLS                         CA    65.28300 -126.80000   60.0    197707 198410   
710510 SACHS HARBOUR                        CA    71.98300 -125.28000   84.0    197707 198607   
710690 SLAVE LAKE AIRPORT                   CA    55.30000 -114.78000  581.0    197706 999912   
710720 MOULD BAY                            CA    76.23300 -119.33000   58.0    197707 199012   
710740 ISACHSEN                             CA    78.78300 -103.53000   30.0    197707 197806   
710810 HALL BEACH                           CA    68.76700  -81.21700    6.0    199101 999912   
710810 HALL BEACH/HALL LK                   CA    68.78300  -81.25000    7.0    197707 199012   
710820 ALERT                                CA    82.50000  -62.33300   66.0    197707 199012   
711090 PORT HARDY                           CA    50.68300 -127.36000   17.0    197707 999912   
711150 VERNON                               CA    50.23300 -119.28000  556.0    197707 999912   
711190 EDMONTON/STONY PLAIN                 CA    53.55000 -114.10000  766.0    197707 999912   
711200 COLD LAKE (CAN-MIL)                  CA    54.41700 -110.28000  541.0    198301 999912   
711200 COLD LAKE                            CA    54.41700 -110.28000  541.0    197706 198301   
711210 EDMONTON/NAMAO                       CA    53.66700 -113.46700  688.0    197706 999912   
711230 EDMONTON INTL ARPT                   CA    53.31700 -113.58000  715.0    198810 999912   
711230 EDMONTON INTL ARPT                   CA    53.31700 -113.58000  723.0    197706 198810   
711240 PRIMROSE LAKE                        CA    54.80000 -110.08000  703.0    197707 999912   
711270 JIMMY LAKE                           CA    54.91700 -109.96000  625.0    197706 999912   
711275 JIMMY LAKE                           CA    54.91700 -109.96000  625.0    199201 999912   
711290 KINDERSLEY ARPT                      CA    51.51700 -109.18000  694.0    199105 999912   
711450 ISLAND LAKE AIRPORT                  CA    53.86700  -94.66700  239.0    198001 999912   
713990 SHELBOURNE                           CA    43.71700  -65.25000   30.0    197707 198808   
716000 SABLE ISLAND                         CA    43.93300  -60.01700    4.0    197707 999912   
716030 YARMOUTH                             CA    43.86700  -66.05000    9.0    198809 999912   
716250 PETAWAWA                             CA    45.95000  -77.31700  130.0    197707 999912   
716270 MONTREAL/DORVAL                      CA    45.46700  -73.75000   31.0    198904 999912   
716270 MONTREAL INTL                        CA    45.46700  -73.75000   36.0    197706 198301   
717010 GAGETOWN                             CA    45.83300  -66.43300   52.0    197707 999912   
717160 VALCARTIER                           CA    46.90000  -71.50000  178.0    197801 999912   
717220 MANIWAKI                             CA    46.38300  -75.96700  170.0    197707 999912   
718010 TORBAY/ST JOHNS                      CA    47.66700  -52.75000  140.0    197707 999912   
718050 ST PIERRE                            CA    46.76700  -56.16700    3.0    197706 999912   
718110 SEPT ILES (UA)                       CA    50.21700  -66.26700   52.0    197707 999912   
718150 STEPHENVILLE                         CA    48.53300  -58.55000   60.0    199101 999912   
718150 STEPHENVILLE/HARMON AF               CA    48.53300  -58.55000   60.0    197707 199012   
718160 GOOSE/GOOSE BAY                      CA    53.30000  -60.36700   36.0    197707 999912   
718230 LA GRANDE IV                         CA    53.75000  -73.66700  307.0    198512 999912   
718260 NITCHEQUON                           CA    53.20000  -70.90000  539.0    197707 198511   
718360 MOOSONEE                             CA    51.26700  -80.65000   10.0    197707 999912   
718450 PICKLE LAKE                          CA    51.45000  -90.20000  373.0    199109 999912   
718480 TROUT LAKE                           CA    53.83300  -89.86700  222.0    197707 199109   
718520 WINNIPEG INTL ARPT                   CA    49.90000  -97.23300  239.0    197706 999912   
718530 SHILO                                CA    49.81700  -99.65000  382.0    197706 999912   
718550 DAUPHIN AIRPORT                      CA    51.10000 -100.05000  305.0    197706 999912   
718610 BROADVIEW                            CA    50.38300 -102.58000  599.0    198002 999912   
718630 REGINA AIRPORT                       CA    50.43300 -104.66000  577.0    197706 999912   
718660 SASKATOON AIRPORT                    CA    52.16700 -106.68000  504.0    199105 999912   
718670 THE PAS                              CA    53.96700 -101.10000  274.0    199101 999912   
718670 THE PAS                              CA    53.96700 -101.10000  273.0    197707 199012   
718690 PRINCE ALBERT ARPT                   CA    53.21700 -105.68000  428.0    197706 999912   
718740 LETHBRIDGE                           CA    49.63300 -112.80000  920.0    197706 999912   
718770 CALGARY                              CA    51.11700 -114.01000 1084.0    198604 999912   
718920 VANCOUVER INTL ARPT                  CA    49.18300 -123.16000    3.0    197706 999912   
718960 PRINCE GEORGE                        CA    53.88300 -122.68000  675.0    198606 999912   
718960 PRINCE GEORGE                        CA    53.88300 -122.66000  676.0    197707 198606   
719060 KUUJJUAQ (UA)                        CA    58.10000  -68.41700   60.0    198511 999912   
719060 FT CHIMO (KUUJJUAQ)                  CA    58.10000  -68.43300   36.0    197707 198510   
719070 INUKJUAK                             CA    58.45000  -78.11700    7.0    197707 999912   
719090 IQALUIT (UA)                         CA    63.75000  -68.55000   21.0    198702 999912   
719090 FROBISHER BAY                        CA    63.75000  -68.55000   21.0    197707 198701   
719130 CHURCHILL                            CA    58.73300  -94.08300   29.0    199101 999912   
719130 CHURCHILL                            CA    58.75000  -94.06700   29.0    197707 199012   
719150 CORAL HARBOUR                        CA    64.20000  -83.36700   57.0    199101 999912   
719150 CORAL HARBOUR                        CA    64.20000  -83.36700   57.0    198508 199012   
719150 CORAL HARBOUR                        CA    64.20000  -83.36700   63.0    197707 198507   
719170 EUREKA                               CA    79.98300  -85.93300   10.0    199101 999912   
719170 EUREKA                               CA    79.98300  -85.93300   10.0    197707 199012   
719200 CREE LAKE                            CA    57.35000 -107.13000  497.0    199010 999912   
719240 RESOLUTE                             CA    74.70000  -94.98300   40.0    199101 999912   
719240 RESOLUTE                             CA    74.71700  -94.98300   40.0    197707 199012   
719250 CAMBRIDGE BAY                        CA    69.13300 -105.06000   27.0    199101 999912   
719250 CAMBRIDGE BAY                        CA    69.10000 -105.11000   25.0    197707 199012   
719260 BAKER LAKE (UA)                      CA    64.30000  -96.00000   49.0    198004 999912   
719260 BAKER LAKE                           CA    64.30000  -96.00000    9.0    197707 198010   
719280 ROCKY MTN HOUSE                      CA    52.38300 -114.91000  988.0    198801 999912   
719280 ROCKY MTN HOUSE                      CA    52.38300 -114.91000 1001.0    197706 197711   
719320 FORT MCMURRAY ARPT                   CA    56.65000 -111.21000  369.0    197706 999912   
719340 FT SMITH (UA)                        CA    60.03300 -111.95000  203.0    197707 999912   
719450 FORT NELSON UA                       CA    58.83300 -122.60000  377.0    198301 999912   
719450 FORT NELSON                          CA    58.83300 -122.58000  379.0    197707 198212   
719570 INUVIK (UA)                          CA    68.31700 -133.53000  103.0    197707 999912   
719640 WHITEHORSE                           CA    60.71700 -135.06000  704.0    197707 999912   
722010 KEY WEST INT AP                      US    24.55000  -81.75000    1.0    197206 999912   
722010 KEY WEST/BOCA CHICA NA               US    24.58300  -81.68300    3.0    195908 197206   
722010 KEY WEST/BOCA CHICA NA               US    24.58300  -81.70000    3.0    195404 195907   
722016 DELTA 7/MARCO IS.                    US    25.90000  -81.71700    4.0    196012 196211   
722020 MIAMI/INT AP                         US    25.80000  -80.26700    4.0    195705 197702   
722020 MIAMI                                US    25.81700  -80.28300    4.0    195412 195704   
722020 MIAMI                                US    25.80000  -80.26700    4.0    194506 194601   
722020 MIAMI                                US    25.81700  -80.28300   12.0    193907 195411   
722030 W. PALM BEACH                        US    26.68300  -80.11700    6.0    197703 999912   
722040 VERO BEACH                           US    27.65000  -80.41700    8.0    195907 196406   
722060 JACKSONVILLE                         US    30.41700  -81.65000    5.0    199411 999912   
722060 JACKSONVILLE TO 722130               US    30.41700  -81.65000    5.0    196002 196904   
722060 JACKSONVILLE                         US    30.41700  -81.65000    6.0    195511 196002   
722060 JACKSONVILLE/NAS                     US    30.23300  -81.68300    3.0    194306 195510   
722080 CHARLESTON                           US    32.90000  -80.03300   15.0    195007 999912   
722080 CHARLESTON                           US    32.90000  -80.03300   18.0    193907 195007   
722100 TAMPA BAY/RUSKIN                     US    27.70000  -82.40000   13.0    197507 999912   
722100 TAMPA                                US    27.96700  -82.53300    8.0    197506 197507   
722110 TAMPA TO 722100                      US    27.96700  -82.53300    8.0    195703 197506   
722110 TAMPA                                US    27.96700  -82.53300    7.0    195212 195703   
722110 TAMPA                                US    27.96700  -82.53300    9.0    194305 195212   
722130 WAYCROSS TO 722060                   US    31.25000  -82.40000   44.0    196904 199411   
722140 TALLAHASEE                           US    30.38300  -84.36700   25.0    199106 999912   
722150 ATLANTA/PEACHTREE CITY               US    33.35611  -84.56750  244.0    199409 999912   
722160 ALBANY/TURNER AFB                    US    31.58300  -84.11700   65.0    196002 196005   
722160 ALBANY/TURNER AFB                    US    31.58300  -84.10000   66.0    195902 195905   
722160 ALBANY/TURNER AFB                    US    31.58300  -84.10000   61.0    195602 195605   
722175 WARNER ROBINS                        US    32.60000  -83.56700   86.0    195403 195404   
722175 WARNER ROBINS                        US    32.60000  -83.56700   90.0    194901 195402   
722175 WARNER ROBINS                        US    32.63300  -83.63300   86.0    194811 194901   
722190 ATLANTA TO 723110                    US    33.65000  -84.41700  309.0    193907 195509   
722200 APALACHICOLA                         US    29.73300  -85.03300    7.0    197407 199106   
722200 APALACHICOLA                         US    29.73300  -85.03300   23.0    194210 194808   
722210 VALPARAISO/ELGIN AFB                 US    30.51700  -86.58300   20.0    195403 999912   
722210 VALPARAISO/ELGIN AFB                 US    30.51700  -86.58300   18.0    195110 195403   
722210 VALPARAISO/ELGIN AFB                 US    30.51700  -86.58300   28.0    194512 195110   
722220 PENSACOLA/F. SHERMAN F               US    30.35000  -87.31700   10.0    195505 196806   
722220 PENSACOLA                            US    30.35000  -87.26700    3.0    195211 195505   
722220 PENSACOLA                            US    30.33300  -87.26700    3.0    195104 195211   
722220 PENSACOLA                            US    30.35000  -87.26700    3.0    194502 195104   
722220 PENSACOLA                            US    30.41700  -87.21700   27.0    193912 194411   
722240 CAPE SAN BLAS                        US    29.68300  -85.35000    3.0    196012 197005   
722250 FORT BENNING                         US    32.33300  -84.83300  130.0    197611 999912   
722260 MONTGOMERY DONNELLY FL TO 722290     US    32.30000  -86.40000   57.0    196905 197411   
722260 MONTGOMERY DONNELLY FL               US    32.30000  -86.40000   61.0    195606 196905   
722260 MONTGOMERY/GUNTER AFB                US    32.41700  -86.23300   53.0    195412 195606   
722260 MONTGOMERY/MAXWELL                   US    32.40000  -86.35000   52.0    195002 195412   
722260 MONTGOMERY/MAXWELL                   US    32.40000  -86.35000   50.0    194603 195001   
722260 MONTGOMERY MAXWELL FLD               US    32.40000  -86.23300   50.0    193407 193806   
722280 BIRMINGHAM (EMSU)                    US    33.46700  -86.83300  227.0    197810 198008   
722280 BIRMINGHAM (EMSU)                    US    33.56700  -86.75000  190.0    197208 197810   
722290 CENTERVILLE TO 722300                US    32.90000  -87.25000  140.0    197411 199408   
722300 BIRMINGHAM/SHELBY COUNTY AP          US    33.18000  -86.78277  178.0    199408 999912   
722310 ALVIN CALLENDER NAS                  US    30.00000  -90.00000    1.0    196509 196510   
722310 NEW ORLEANS                          US    29.98300  -90.25000    3.0    194612 195007   
722320 BOOTHVILLE TO 722330                 US    29.33300  -89.40000    1.0    197104 198806   
722320 BOOTHVILLE                           US    29.33300  -89.40000    1.0    196601 196908   
722320 BOOTHVILLE                           US    29.33300  -89.40000    1.0    196502 196509   
722320 BURRWOOD                             US    28.96700  -89.38300    3.0    196012 196502   
722320 BURRWOOD                             US    28.96700  -89.36700    3.0    195008 196011   
722320 BURRWOOD                             US    28.96700  -89.38300    2.0    194508 194612   
722330 SLIDELL                              US    30.33300  -89.81700    8.0    198806 999912   
722350 JACKSON/THOMPSON FLD                 US    32.31700  -90.06700   91.0    197809 999912   
722350 JACKSON/THOMPSON FLD                 US    32.31700  -90.08300  100.0    196810 197809   
722350 JACKSON/HAWKINS FLD                  US    32.33300  -90.21700   94.0    196002 196810   
722350 JACKSON/HAWKINS FLD                  US    32.33300  -90.21700  101.0    195602 196002   
722350 JACKSON/HAWKINS FLD                  US    32.33300  -90.21700   96.0    195502 195504   
722350 JACKSON/HAWKINS FLD                  US    32.33300  -90.21700   98.0    195401 195404   
722350 JACKSON/HAWKINS FLD                  US    32.33300  -90.23300  105.0    195303 195305   
722380 GREENVILLE                           US    33.46700  -90.98300   41.0    195402 195404   
722390 FORT POLK (ARMY)                     US    31.03300  -93.03300  110.0    198610 999912   
722390 FORT POLK (ARMY)                     US    31.10000  -93.20000  110.0    198510 198610   
722390 FORT POLK (USA-AF)                   US    31.10000  -93.20000  110.0    198301 198510   
722390 FORT POLK                            US    31.20000  -93.20000  110.0    197611 197710   
722400 LAKE CHARLES                         US    30.11700  -93.21700    5.0    196112 999912   
722400 LAKE CHARLES                         US    30.21700  -93.15000    5.0    194107 196112   
722430 HOUSTON (EMSU)                       US    29.76700  -95.36700   12.0    197708 197906   
722430 HOUSTON (EMSU)                       US    29.41700  -95.21700   13.0    197702 197708   
722430 HOUSTON (EMSU)                       US    29.76700  -95.36700   17.0    197108 197702   
722430 HOUSTON/ELLINGTON AFB                US    29.60000  -95.16700   12.0    194601 196306   
722440 BRYAN AFB                            US    30.66700  -96.55000   84.0    195702 195805   
722440 BRYAN AFB                            US    30.66700  -96.55000   81.0    195402 195606   
722460 ALEXANDRIA                           US    31.31700  -92.55000   27.0    195502 195504   
722470 LONGVIEW                             US    32.35000  -94.65000  124.0    197507 999912   
722480 SHREVEPORT MUN AP TO 722470          US    32.46700  -93.81700   79.0    196003 197507   
722480 SHREVEPORT MUN AP                    US    32.46700  -93.81700   76.0    195604 196003   
722480 SHREVEPORT MUN AP                    US    32.46700  -93.81700   77.0    195601 195604   
722480 SHREVEPORT/BARKSDALE A               US    32.50000  -93.68300   53.0    195202 195601   
722480 SHREVEPORT/BARKSDALE A               US    32.50000  -93.68300   49.0    194808 195202   
722490 FT WORTH                             US    32.83388  -97.29722  196.0    199407 999912   
722500 BROWNSVILLE                          US    25.90000  -97.43300    7.0    195101 999912   
722500 BROWNSVILLE                          US    25.91700  -97.46700    6.0    194008 195012   
722510 CORPUS CHRISTI                       US    27.76700  -97.50000   14.0    198911 999912   
722510 CORPUS CHRISTI NAS TO 722550         US    27.68300  -97.28300    6.0    196209 196606   
722510 CORPUS CHRISTI NAS                   US    27.68300  -97.28300   11.0    195902 196209   
722510 CORPUS CHRISTI NAS                   US    27.68300  -97.28300   18.0    195702 195902   
722510 CORPUS CHRISTI NAS                   US    27.68300  -97.28300    6.0    195302 195702   
722530 SAN ANTONIO                          US    29.53300  -98.46700  243.0    195311 196606   
722530 SAN ANTONIO                          US    29.53300  -98.46700  248.0    195309 195311   
722530 SAN ANTONIO                          US    29.53300  -98.46700  243.0    195110 195309   
722530 SAN ANTONIO                          US    29.53300  -98.46700  240.0    193907 195110   
722550 VICTORIA TO 722510                   US    28.85000  -96.91700   33.0    196607 198911   
722560 WACO                                 US    31.61700  -97.21700  157.0    195305 195305   
722560 WACO/JAMES CONNALLY AF               US    31.63300  -97.06700  138.0    195202 195206   
722560 WACO/JAMES CONNALLY AF               US    31.63300  -97.26700  145.0    195101 195104   
722560 WACO/JAMES CONNALLY AF               US    31.63300  -97.06700  145.0    194501 194505   
722570 FT HOOD/KILLEEN                      US    31.10000  -97.33300  270.0    197409 197712   
722590 FT WORTH/CARSWELL AFB                US    32.76700  -97.45000  180.0    195703 197310   
722590 FT WORTH/CARSWELL AFB                US    32.76700  -97.45000  178.0    194907 195703   
722590 FT WORTH/CARSWELL AFB                US    32.76700  -97.45000  194.0    194808 194907   
722596 FT WORTH/MEACHAM                     US    32.81700  -97.35000  215.0    194801 194810   
722600 STEPHENVILLE TO 722490               US    32.21700  -98.18300  399.0    197311 199407   
722610 DEL RIO                              US    29.36700 -100.91000  313.0    196303 999912   
722610 DEL RIO/LAUGHLIN AFB                 US    29.36700 -100.76000  333.0    195601 196303   
722610 DEL RIO/LAUGHLIN AFB                 US    29.36700 -100.78000  333.0    195407 195512   
722610 DEL RIO/LAUGHLIN AFB                 US    29.33300 -100.88000  333.0    195401 195407   
722630 SAN ANGELO/GOODFELLOW                US    31.40000 -100.40000  573.0    197002 197101   
722630 SAN ANGELO/GOODFELLOW                US    31.40000 -100.40000  569.0    195303 196909   
722645 MARFA AAF                            US    30.36700 -104.01000 1478.0    195902 195905   
722650 MIDLAND                              US    31.93300 -102.20000  873.0    197204 999912   
722650 MIDLAND                              US    31.93300 -102.20000  870.0    197204 197204   
722650 MIDLAND                              US    31.95000 -102.20000  873.0    197203 197204   
722650 MIDLAND                              US    31.93300 -102.20000  874.0    196004 197202   
722650 MIDLAND                              US    31.93300 -102.20000  880.0    196001 196004   
722650 MIDLAND                              US    31.93300 -102.20000  871.0    195311 195912   
722650 BIG SPR USING                        US    32.23300 -101.50000  784.0    195101 195311   
722650 BIG SPR USING                        US    32.23300 -101.50000  774.0    194310 195012   
722660 ABILENE                              US    32.43300  -99.68300  534.0    196302 197305   
722665 ABILENE/DYESS AFB                    US    32.43300  -99.85000  550.0    196002 196106   
722665 ABILENE/DYESS AFB                    US    32.43300  -99.85000  547.0    195902 195905   
722665 ABILENE/DYESS AFB                    US    32.43300  -99.85000  539.0    195803 195805   
722665 ABILENE/DYESS AFB                    US    32.43300  -99.85000  545.0    195703 195705   
722670 LUBBOCK/REESE AFB                    US    33.60000 -102.03000 1017.0    196003 196405   
722670 LUBBOCK/REESE AFB                    US    33.60000 -102.25000 1014.0    195202 195206   
722670 LUBBOCK/REESE AFB                    US    33.58300 -102.23000 1015.0    195003 195006   
722690 WHITE SANDS/LAS CRUCES               US    32.40000 -106.35000 1216.0    194710 999912   
722690 WHITE SANDS/LAS CRUCES               US    32.40000 -106.40000 1211.0    194705 194710   
722690 WHITE SANDS/LAS CRUCES               US    32.36700 -106.46000 1381.0    194611 194705   
722695 JALLEN SITE                          US    33.18300 -106.48000 1236.0    195511 196101   
722696 FRYE SITE                            US    32.50000 -106.41000 1270.0    196002 196101   
722700 EL PASO                              US    31.80000 -106.40000 1199.0    198312 999912   
722700 EL PASO                              US    31.80000 -106.40000 1193.0    196008 198312   
722700 EL PASO                              US    31.81700 -106.40000 1197.0    195707 196007   
722700 EL PASO/BIGGS AFB                    US    31.83300 -106.40000 1207.0    194406 194605   
722700 EL PASO                              US    31.81700 -106.40000 1195.0    193907 195706   
722730 FT HUACHUCA                          US    31.56700 -110.33000 1439.0    196110 999912   
722730 FT HUACHUCA                          US    31.56700 -110.33000 1432.0    195903 196110   
722730 FT HUACHUCA                          US    31.56700 -110.33000 1423.0    195902 195903   
722730 FT HUACHUCA                          US    31.56700 -110.33000 1422.0    195806 195902   
722730 FT HUACHUCA                          US    31.56700 -110.33000 1420.0    195806 195806   
722730 FT HUACHUCA                          US    31.56700 -110.33000 1428.0    195501 195806   
722730 FT HUACHUCA                          US    31.56700 -110.33000 1425.0    195501 195501   
722740 TUSCON                               US    32.11700 -110.93000  788.0    198603 999912   
722740 TUCSON                               US    32.11700 -110.93000  789.0    196101 198603   
722740 TUCSON                               US    32.13300 -110.95000  789.0    196004 196012   
722740 TUCSON                               US    32.11700 -110.93000  789.0    195810 196004   
722740 TUCSON                               US    32.13300 -110.95000  781.0    195603 195810   
722740 TUSCON/DAVIS MONTHAN A               US    32.16700 -110.90000  811.0    194507 195603   
722780 PHOENIX/LITCHFIELD PAR               US    33.43300 -112.36000  295.0    196308 196310   
722780 PHOENIX                              US    33.43300 -112.03000  341.0    195412 195801   
722780 PHOENIX                              US    33.43300 -112.01000  341.0    195405 195801   
722780 PHOENIX                              US    33.43300 -112.03000  341.0    195212 195404   
722780 PHOENIX                              US    33.43300 -112.03000  338.0    193907 195211   
722800 YUMA/US ARMY MET TEAM                US    32.86700 -114.33000  131.0    196506 197107   
722800 YUMA                                 US    32.83300 -114.40000   98.0    196306 196306   
722800 YUMA                                 US    32.86700 -114.33000   98.0    196109 196306   
722800 YUMA                                 US    32.86700 -114.33000  131.0    195809 196109   
722800 YUMA                                 US    32.83300 -114.40000  106.0    195609 195809   
722800 YUMA                                 US    32.85000 -114.40000  106.0    195405 195608   
722810 EL CENTRO                            US    32.96700 -115.81000   73.0    196202 196808   
722875 TWENTY/NINE PALMS (MCA               US    34.28300 -116.16000  643.0    198901 999912   
722880 SANTA MONICA/CLOVER FL               US    34.01700 -118.45000   38.0    195604 196508   
722900 SAN DIEGO MONTGOMERY TO 722930       US    32.81700 -117.13000  124.0    195606 198909   
722900 NORTH ISLAND/SAN DIEGO               US    32.70000 -117.20000   15.0    195301 195606   
722900 NORTH ISLAND/SAN DIEGO               US    32.71700 -117.21000   15.0    194504 195212   
722910 SAN NICOLAS ISLAND/SIT               US    33.25000 -119.45000  174.0    198103 999912   
722910 SAN NICOLAS/SITE #2                  US    33.26700 -119.55000    9.0    197309 198301   
722910 SAN NICOLAS ISLAND/SIT               US    33.25000 -119.45000  172.0    197309 198102   
722910 SAN NICOLAS ISLAND                   US    33.23300 -119.45000  174.0    195209 197308   
722930 MIRAMAR NAS                          US    32.86700 -117.15000  147.0    198909 999912   
722930 SAN CLEMENTE ISLAND                  US    33.01700 -118.58000    7.0    198107 198209   
722930 SAN CLEMENTE ISLAND                  US    33.01700 -118.58000   56.0    197203 198107   
722950 LOS ANGELES (EMSU)                   US    33.93300 -118.38000   34.0    197105 197909   
722950 LOS ANGELES                          US    33.93300 -118.40000   32.0    196509 197104   
722950 LOS ANGELES                          US    33.93300 -118.38000   29.0    194503 194510   
722950 LOS ANGELES                          US    34.06700 -118.43000  147.0    194410 194509   
722955 CAMP PENDLETON                       US    33.40000 -117.50000   69.0    195407 195410   
722970 LONG BEACH TO 722880                 US    33.83300 -118.15000   18.0    195601 195604   
722970 LONG BEACH                           US    33.83300 -118.15000   20.0    195304 195512   
722970 LONG BEACH                           US    33.81700 -118.15000   18.0    195204 195304   
722970 LONG BEACH                           US    33.81700 -118.15000   22.0    195111 195204   
722970 LONG BEACH                           US    33.81700 -118.15000   20.0    194703 195111   
723030 POPE AFB                             US    35.16700  -79.03300   61.0    199102 999912   
723030 POPE AFB                             US    35.16700  -79.01700   67.0    197903 199102   
723030 POPE AFB                             US    35.16700  -79.03300   61.0    197611 197903   
723040 CAPE HATTERAS  TO 723050             US    35.26700  -75.55000    4.0    195703 199407   
723040 HATTERAS                             US    35.26700  -75.66700   15.0    194311 195702   
723050 MOREHEAD CITY                        US    34.77638  -76.87805   11.0    199407 999912   
723060 RALEIGH-DURHAM                       US    35.86700  -78.78300  132.0    198301 999912   
723060 RALEIGH-DURHAM                       US    35.86700  -78.78300  133.0    197505 198301   
723080 NORFOLK                              US    36.88300  -76.20000    9.0    195511 196508   
723080 NORFOLK                              US    36.93300  -76.28300    6.0    195211 195511   
723080 NORFOLK                              US    36.93300  -76.30000    6.0    194502 195211   
723110 ATHENS TO 722150                     US    33.95000  -83.31700  246.0    195509 199408   
723126 SPARTANBURG/NG                       US    34.96700  -82.00000  251.0    196307 196308   
723170 GREENSBORO                           US    36.08300  -79.95000  277.0    198012 999912   
723170 GREENSBORO                           US    36.08300  -79.95000  275.0    196911 198012   
723170 GREENSBORO                           US    36.08300  -79.95000  273.0    195006 196911   
723170 GREENSBORO                           US    36.08300  -79.95000  275.0    194309 195006   
723260 KNOXVILLE/McGHEE-TYSON               US    35.81700  -83.98300  301.0    195502 195606   
723270 NASHVILLE                            US    36.25000  -86.56700  180.0    196310 999912   
723270 NASHVILLE                            US    36.25000  -86.56700  181.0    196309 196310   
723270 NASHVILLE/BERRY FLD                  US    36.11700  -86.68300  178.0    195001 196309   
723270 NASHVILLE/BERRY FLD                  US    36.11700  -86.68300  180.0    193807 194912   
723340 MEMPHIS                              US    35.05000  -89.96700   88.0    195902 195905   
723340 MEMPHIS                              US    35.15000  -90.05000   80.0    195602 195606   
723340 MEMPHIS                              US    35.05000  -89.98300   83.0    195402 195504   
723340 MEMPHIS                              US    35.05000  -89.98300   78.0    195303 195305   
723400 N LITTLE ROCK                        US    34.83300  -92.26700  172.0    197512 999912   
723400 LITTLE ROCK                          US    34.73300  -92.23300   79.0    195612 197512   
723400 LITTLE ROCK                          US    34.73300  -92.23300   87.0    195501 195612   
723400 LITTLE ROCK                          US    34.73300  -92.23300   79.0    194310 195501   
723405 BLYTHEVILLE  AFB                     US    35.96700  -89.95000   82.0    196102 196407   
723405 BLYTHEVILLE  AFB                     US    35.96700  -89.95000   80.0    196002 196005   
723405 BLYTHEVILLE  AFB                     US    35.96700  -89.95000   77.0    195703 195805   
723440 FT SMITH                             US    35.31700  -94.26700  142.0    195902 196405   
723440 FT SMITH                             US    35.30000  -94.30000  146.0    195802 195810   
723440 FT SMITH                             US    35.33300  -94.36700  140.0    195702 195708   
723440 FT SMITH                             US    35.30000  -94.31700  147.0    195602 195606   
723440 FT SMITH                             US    35.33300  -94.30000  146.0    195303 195509   
723490 MONETT                               US    36.88300  -93.90000  438.0    197009 999912   
723505 ARDMORE/GENE AUTRY AFB               US    34.30000  -97.01700  222.0    196103 196105   
723510 WICHITA FALLS/SHEPPARD               US    33.98300  -98.50000  326.0    195003 195005   
723520 ALTUS AFB                            US    34.65000  -99.26700  420.0    196102 196105   
723520 ALTUS AFB                            US    34.65000  -99.26700  414.0    195402 195805   
723527 GAGE                                 US    36.30000  -99.76700  678.0    195207 195209   
723530 OKLAHOMA CITY/WILL ROG               US    35.40000  -97.60000  392.0    197501 198903   
