        FltTime          Press           Temp         RelHum         WSpeed          WDirn       UTC_Date       UTC_Time         Long/E          Lat/N        GPM_MSL
         1277.0         391.48         -38.79          64.09           52.6            266     2022-03-15       00:32:33  072°43'46.6"W   45°21'08.2"N         7211.0
         1278.0         391.26         -38.82          64.26           52.6            266     2022-03-15       00:32:34  072°43'44.2"W   45°21'08.3"N         7214.8
         1279.0         391.03         -38.86          63.88           52.6            266     2022-03-15       00:32:35  072°43'41.7"W   45°21'08.5"N         7218.8
         1280.0         390.80         -38.89          63.83           52.6            266     2022-03-15       00:32:36  072°43'39.3"W   45°21'08.6"N         7222.8
         1281.0         390.58         -38.93          64.00           52.6            266     2022-03-15       00:32:37  072°43'36.9"W   45°21'08.7"N         7226.7
         1282.0         390.34         -38.96          63.98           52.6            266     2022-03-15       00:32:38  072°43'34.5"W   45°21'08.8"N         7230.9
         1283.0         390.10         -39.00          63.94           52.6            266     2022-03-15       00:32:39  072°43'32.1"W   45°21'08.8"N         7235.1
         1284.0         389.85         -39.02          63.59           52.6            266     2022-03-15       00:32:40  072°43'29.7"W   45°21'08.9"N         7239.5
         1285.0         389.61         -39.04          63.47           52.6            266     2022-03-15       00:32:41  072°43'27.2"W   45°21'09.0"N         7243.7
         1286.0         389.36         -39.07          63.45           52.6            267     2022-03-15       00:32:42  072°43'24.7"W   45°21'09.1"N         7248.1
         1287.0         389.12         -39.09          63.29           52.6            267     2022-03-15       00:32:43  072°43'22.3"W   45°21'09.2"N         7252.3
         1288.0         388.89         -39.13          63.14           52.6            267     2022-03-15       00:32:44  072°43'19.9"W   45°21'09.4"N         7256.5
         1289.0         388.66         -39.16          63.12           52.6            266     2022-03-15       00:32:45  072°43'17.4"W   45°21'09.5"N         7260.5
         1290.0         388.41         -39.19          62.92           52.6            266     2022-03-15       00:32:46  072°43'15.0"W   45°21'09.6"N         7264.9
         1291.0         388.17         -39.21          62.89           52.5            266     2022-03-15       00:32:47  072°43'12.6"W   45°21'09.7"N         7269.0
         1292.0         387.91         -39.23          62.69           52.5            266     2022-03-15       00:32:48  072°43'10.3"W   45°21'09.8"N         7273.6
         1293.0         387.65         -39.26          62.67           52.4            266     2022-03-15       00:32:49  072°43'07.9"W   45°21'09.9"N         7278.2
         1294.0         387.38         -39.30          62.65           52.4            266     2022-03-15       00:32:50  072°43'05.5"W   45°21'10.1"N         7283.0
         1295.0         387.12         -39.34          62.29           52.4            266     2022-03-15       00:32:51  072°43'03.1"W   45°21'10.2"N         7287.6
         1296.0         386.85         -39.38          62.25           52.3            266     2022-03-15       00:32:52  072°43'00.7"W   45°21'10.3"N         7292.4
         1297.0         386.60         -39.43          61.89           52.3            266     2022-03-15       00:32:53  072°42'58.3"W   45°21'10.4"N         7296.8
         1298.0         386.36         -39.47          62.04           52.3            266     2022-03-15       00:32:54  072°42'55.9"W   45°21'10.5"N         7301.2
         1299.0         386.11         -39.51          61.68           52.2            266     2022-03-15       00:32:55  072°42'53.5"W   45°21'10.7"N         7305.6
         1300.0         385.86         -39.55          61.78           52.2            266     2022-03-15       00:32:56  072°42'51.1"W   45°21'10.7"N         7310.0
         1301.0         385.61         -39.59          61.59           52.2            266     2022-03-15       00:32:57  072°42'48.8"W   45°21'10.8"N         7314.3
         1302.0         385.35         -39.63          61.40           52.2            266     2022-03-15       00:32:58  072°42'46.4"W   45°21'10.9"N         7318.9
         1303.0         385.08         -39.67          61.51           52.2            266     2022-03-15       00:32:59  072°42'43.9"W   45°21'11.1"N         7323.7
         1304.0         384.83         -39.71          61.15           52.2            266     2022-03-15       00:33:00  072°42'41.4"W   45°21'11.2"N         7328.3
         1305.0         384.57         -39.76          61.09           52.1            266     2022-03-15       00:33:01  072°42'39.0"W   45°21'11.2"N         7332.9
         1306.0         384.31         -39.81          61.03           52.1            266     2022-03-15       00:33:02  072°42'36.6"W   45°21'11.3"N         7337.5
         1307.0         384.07         -39.85          61.08           52.0            266     2022-03-15       00:33:03  072°42'34.3"W   45°21'11.4"N         7341.7
         1308.0         383.85         -39.89          61.02           52.0            266     2022-03-15       00:33:04  072°42'31.9"W   45°21'11.5"N         7345.7
         1309.0         383.63         -39.93          61.17           52.0            266     2022-03-15       00:33:05  072°42'29.5"W   45°21'11.7"N         7349.7
         1310.0         383.40         -39.97          61.11           52.0            266     2022-03-15       00:33:06  072°42'27.1"W   45°21'11.9"N         7353.6
         1311.0         383.20         -40.00          60.74           52.0            266     2022-03-15       00:33:07  072°42'24.8"W   45°21'12.0"N         7357.2
         1312.0         382.98         -40.04          60.85           52.0            266     2022-03-15       00:33:08  072°42'22.4"W   45°21'12.2"N         7361.2
         1313.0         382.75         -40.08          60.69           52.0            266     2022-03-15       00:33:09  072°42'20.0"W   45°21'12.2"N         7365.2
         1314.0         382.54         -40.11          60.65           52.0            266     2022-03-15       00:33:10  072°42'17.6"W   45°21'12.3"N         7369.0
         1315.0         382.33         -40.15          60.85           52.0            266     2022-03-15       00:33:11  072°42'15.3"W   45°21'12.4"N         7372.8
         1316.0         382.10         -40.19          60.84           51.9            266     2022-03-15       00:33:12  072°42'12.9"W   45°21'12.5"N         7376.8
         1317.0         381.89         -40.22          60.71           51.9            266     2022-03-15       00:33:13  072°42'10.5"W   45°21'12.7"N         7380.6
         1318.0         381.69         -40.25          60.66           51.9            266     2022-03-15       00:33:14  072°42'08.1"W   45°21'12.8"N         7384.2
         1319.0         381.48         -40.28          60.36           51.9            266     2022-03-15       00:33:15  072°42'05.8"W   45°21'13.0"N         7388.0
         1320.0         381.26         -40.30          60.33           51.9            266     2022-03-15       00:33:16  072°42'03.5"W   45°21'13.1"N         7391.8
         1321.0         381.05         -40.35          60.49           51.9            266     2022-03-15       00:33:17  072°42'01.1"W   45°21'13.2"N         7395.6
         1322.0         380.84         -40.39          60.50           51.9            266     2022-03-15       00:33:18  072°41'58.6"W   45°21'13.4"N         7399.3
         1323.0         380.62         -40.42          60.67           51.9            266     2022-03-15       00:33:19  072°41'56.2"W   45°21'13.4"N         7403.3
         1324.0         380.40         -40.46          60.66           51.9            266     2022-03-15       00:33:20  072°41'53.9"W   45°21'13.5"N         7407.3
         1325.0         380.17         -40.50          60.35           51.8            266     2022-03-15       00:33:21  072°41'51.5"W   45°21'13.6"N         7411.3
         1326.0         379.96         -40.54          60.52           51.9            266     2022-03-15       00:33:22  072°41'49.1"W   45°21'13.7"N         7415.1
         1327.0         379.74         -40.57          60.41           51.9            266     2022-03-15       00:33:23  072°41'46.7"W   45°21'13.9"N         7419.1
         1328.0         379.52         -40.60          60.59           51.9            266     2022-03-15       00:33:24  072°41'44.4"W   45°21'13.9"N         7423.1
         1329.0         379.29         -40.64          60.27           51.9            266     2022-03-15       00:33:25  072°41'42.0"W   45°21'14.1"N         7427.1
         1330.0         379.08         -40.68          60.12           51.9            267     2022-03-15       00:33:26  072°41'39.6"W   45°21'14.2"N         7430.9
         1331.0         378.86         -40.72          60.29           52.0            267     2022-03-15       00:33:27  072°41'37.2"W   45°21'14.2"N         7434.9
         1332.0         378.65         -40.76          60.32           52.0            267     2022-03-15       00:33:28  072°41'34.7"W   45°21'14.3"N         7438.7
         1333.0         378.44         -40.80          60.34           52.0            267     2022-03-15       00:33:29  072°41'32.4"W   45°21'14.4"N         7442.4
         1334.0         378.23         -40.83          59.69           52.0            267     2022-03-15       00:33:30  072°41'30.0"W   45°21'14.6"N         7446.2
         1335.0         377.99         -40.86          59.84           52.0            267     2022-03-15       00:33:31  072°41'27.7"W   45°21'14.7"N         7450.4
         1336.0         377.76         -40.89          59.52           52.0            267     2022-03-15       00:33:32  072°41'25.3"W   45°21'14.8"N         7454.6
         1337.0         377.54         -40.93          59.52           52.1            267     2022-03-15       00:33:33  072°41'23.0"W   45°21'14.9"N         7458.6
         1338.0         377.32         -40.96          59.70           52.1            267     2022-03-15       00:33:34  072°41'20.6"W   45°21'15.0"N         7462.6
         1339.0         377.11         -40.99          59.57           52.1            267     2022-03-15       00:33:35  072°41'18.2"W   45°21'15.1"N         7466.4
         1340.0         376.91         -41.01          59.25           52.2            267     2022-03-15       00:33:36  072°41'15.8"W   45°21'15.1"N         7470.0
         1341.0         376.71         -41.06          59.29           52.2            267     2022-03-15       00:33:37  072°41'13.4"W   45°21'15.2"N         7473.6
         1342.0         376.50         -41.09          59.47           52.2            267     2022-03-15       00:33:38  072°41'11.0"W   45°21'15.3"N         7477.4
         1343.0         376.29         -41.13          59.35           52.2            267     2022-03-15       00:33:39  072°41'08.6"W   45°21'15.3"N         7481.2
         1344.0         376.06         -41.16          59.30           52.3            267     2022-03-15       00:33:40  072°41'06.1"W   45°21'15.4"N         7485.3
         1345.0         375.82         -41.20          59.19           52.3            267     2022-03-15       00:33:41  072°41'03.7"W   45°21'15.5"N         7489.5
         1346.0         375.60         -41.22          59.38           52.3            267     2022-03-15       00:33:42  072°41'01.4"W   45°21'15.6"N         7493.5
         1347.0         375.38         -41.25          59.36           52.4            267     2022-03-15       00:33:43  072°40'59.0"W   45°21'15.7"N         7497.5
         1348.0         375.16         -41.27          59.28           52.5            267     2022-03-15       00:33:44  072°40'56.5"W   45°21'15.7"N         7501.5
         1349.0         374.94         -41.29          59.46           52.5            267     2022-03-15       00:33:45  072°40'54.1"W   45°21'15.8"N         7505.5
         1350.0         374.73         -41.31          59.36           52.5            267     2022-03-15       00:33:46  072°40'51.7"W   45°21'15.9"N         7509.3
         1351.0         374.51         -41.34          59.56           52.5            267     2022-03-15       00:33:47  072°40'49.2"W   45°21'15.9"N         7513.3
         1352.0         374.29         -41.38          59.26           52.5            267     2022-03-15       00:33:48  072°40'46.8"W   45°21'16.0"N         7517.3
         1353.0         374.07         -41.41          59.46           52.6            267     2022-03-15       00:33:49  072°40'44.4"W   45°21'16.1"N         7521.3
         1354.0         373.86         -41.43          59.66           52.6            267     2022-03-15       00:33:50  072°40'42.0"W   45°21'16.2"N         7525.0
         1355.0         373.64         -41.46          59.56           52.6            267     2022-03-15       00:33:51  072°40'39.7"W   45°21'16.2"N         7529.0
         1356.0         373.42         -41.49          59.48           52.7            268     2022-03-15       00:33:52  072°40'37.2"W   45°21'16.3"N         7533.0
         1357.0         373.20         -41.52          59.16           52.7            268     2022-03-15       00:33:53  072°40'34.8"W   45°21'16.4"N         7537.0
         1358.0         372.98         -41.56          59.37           52.8            268     2022-03-15       00:33:54  072°40'32.4"W   45°21'16.5"N         7541.0
         1359.0         372.75         -41.60          59.30           52.8            268     2022-03-15       00:33:55  072°40'30.0"W   45°21'16.5"N         7545.2
         1360.0         372.52         -41.63          59.23           52.8            268     2022-03-15       00:33:56  072°40'27.5"W   45°21'16.6"N         7549.4
         1361.0         372.29         -41.67          59.45           52.8            268     2022-03-15       00:33:57  072°40'25.1"W   45°21'16.7"N         7553.6
         1362.0         372.06         -41.71          59.68           52.8            268     2022-03-15       00:33:58  072°40'22.7"W   45°21'16.8"N         7557.8
         1363.0         371.82         -41.74          59.92           52.8            268     2022-03-15       00:33:59  072°40'20.2"W   45°21'16.9"N         7562.2
         1364.0         371.59         -41.78          59.64           52.8            268     2022-03-15       00:34:00  072°40'17.8"W   45°21'17.0"N         7566.3
         1365.0         371.36         -41.81          59.88           52.9            268     2022-03-15       00:34:01  072°40'15.3"W   45°21'17.0"N         7570.5
         1366.0         371.12         -41.85          60.14           52.9            268     2022-03-15       00:34:02  072°40'12.9"W   45°21'17.1"N         7574.9
         1367.0         370.87         -41.88          60.09           53.0            268     2022-03-15       00:34:03  072°40'10.4"W   45°21'17.1"N         7579.5
         1368.0         370.63         -41.92          59.81           53.0            268     2022-03-15       00:34:04  072°40'07.9"W   45°21'17.2"N         7583.9
         1369.0         370.39         -41.96          60.07           53.0            268     2022-03-15       00:34:05  072°40'05.5"W   45°21'17.3"N         7588.3
         1370.0         370.15         -42.00          59.79           53.0            268     2022-03-15       00:34:06  072°40'03.0"W   45°21'17.3"N         7592.7
         1371.0         369.91         -42.04          59.73           53.0            268     2022-03-15       00:34:07  072°40'00.6"W   45°21'17.4"N         7597.1
         1372.0         369.67         -42.08          59.66           53.1            268     2022-03-15       00:34:08  072°39'58.2"W   45°21'17.5"N         7601.5
         1373.0         369.44         -42.12          59.94           53.1            268     2022-03-15       00:34:09  072°39'55.7"W   45°21'17.6"N         7605.7
         1374.0         369.20         -42.15          59.65           53.1            268     2022-03-15       00:34:10  072°39'53.3"W   45°21'17.6"N         7610.0
         1375.0         368.96         -42.19          59.35           53.2            268     2022-03-15       00:34:11  072°39'50.9"W   45°21'17.6"N         7614.4
         1376.0         368.72         -42.22          59.63           53.2            268     2022-03-15       00:34:12  072°39'48.5"W   45°21'17.7"N         7618.8
         1377.0         368.49         -42.25          59.32           53.2            268     2022-03-15       00:34:13  072°39'46.0"W   45°21'17.7"N         7623.0
         1378.0         368.23         -42.29          59.25           53.3            268     2022-03-15       00:34:14  072°39'43.5"W   45°21'17.7"N         7627.8
         1379.0         367.99         -42.32          58.93           53.3            268     2022-03-15       00:34:15  072°39'41.1"W   45°21'17.7"N         7632.2
         1380.0         367.75         -42.36          58.85           53.3            269     2022-03-15       00:34:16  072°39'38.7"W   45°21'17.8"N         7636.6
         1381.0         367.52         -42.40          58.55           53.4            269     2022-03-15       00:34:17  072°39'36.2"W   45°21'17.8"N         7641.0
         1382.0         367.28         -42.44          58.80           53.3            269     2022-03-15       00:34:18  072°39'33.8"W   45°21'17.9"N         7645.4
         1383.0         367.06         -42.47          58.73           53.3            269     2022-03-15       00:34:19  072°39'31.4"W   45°21'17.9"N         7649.3
         1384.0         366.83         -42.50          58.39           53.3            269     2022-03-15       00:34:20  072°39'29.0"W   45°21'18.0"N         7653.5
         1385.0         366.60         -42.53          58.32           53.3            269     2022-03-15       00:34:21  072°39'26.5"W   45°21'18.0"N         7657.7
         1386.0         366.40         -42.57          57.97           53.4            269     2022-03-15       00:34:22  072°39'24.0"W   45°21'18.0"N         7661.5
         1387.0         366.19         -42.60          57.95           53.4            269     2022-03-15       00:34:23  072°39'21.6"W   45°21'18.1"N         7665.3
         1388.0         365.99         -42.62          57.87           53.4            269     2022-03-15       00:34:24  072°39'19.1"W   45°21'18.1"N         7669.1
         1389.0         365.78         -42.64          57.51           53.4            269     2022-03-15       00:34:25  072°39'16.6"W   45°21'18.1"N         7672.9
         1390.0         365.57         -42.67          57.42           53.4            269     2022-03-15       00:34:26  072°39'14.2"W   45°21'18.2"N         7676.9
         1391.0         365.34         -42.70          57.33           53.5            269     2022-03-15       00:34:27  072°39'11.7"W   45°21'18.2"N         7681.1
         1392.0         365.11         -42.74          56.96           53.4            269     2022-03-15       00:34:28  072°39'09.2"W   45°21'18.2"N         7685.3
         1393.0         364.90         -42.77          56.86           53.4            269     2022-03-15       00:34:29  072°39'06.7"W   45°21'18.2"N         7689.3
         1394.0         364.68         -42.80          56.76           53.5            270     2022-03-15       00:34:30  072°39'04.3"W   45°21'18.2"N         7693.2
         1395.0         364.49         -42.84          56.73           53.5            270     2022-03-15       00:34:31  072°39'01.8"W   45°21'18.2"N         7696.8
         1396.0         364.29         -42.88          56.63           53.6            270     2022-03-15       00:34:32  072°38'59.3"W   45°21'18.2"N         7700.4
         1397.0         364.10         -42.90          56.23           53.6            270     2022-03-15       00:34:33  072°38'56.8"W   45°21'18.3"N         7704.0
         1398.0         363.89         -42.93          56.13           53.6            270     2022-03-15       00:34:34  072°38'54.3"W   45°21'18.4"N         7707.8
         1399.0         363.70         -42.96          56.39           53.6            270     2022-03-15       00:34:35  072°38'51.8"W   45°21'18.4"N         7711.4
         1400.0         363.49         -42.99          55.99           53.6            270     2022-03-15       00:34:36  072°38'49.4"W   45°21'18.4"N         7715.2
         1401.0         363.29         -43.03          56.25           53.7            270     2022-03-15       00:34:37  072°38'46.9"W   45°21'18.4"N         7719.0
         1402.0         363.09         -43.06          55.97           53.7            270     2022-03-15       00:34:38  072°38'44.5"W   45°21'18.4"N         7722.8
         1403.0         362.89         -43.09          55.57           53.8            270     2022-03-15       00:34:39  072°38'42.1"W   45°21'18.4"N         7726.4
         1404.0         362.69         -43.13          55.43           53.8            270     2022-03-15       00:34:40  072°38'39.6"W   45°21'18.3"N         7730.2
         1405.0         362.48         -43.16          55.69           53.8            270     2022-03-15       00:34:41  072°38'37.2"W   45°21'18.3"N         7733.9
         1406.0         362.29         -43.19          55.96           53.8            270     2022-03-15       00:34:42  072°38'34.7"W   45°21'18.3"N         7737.5
         1407.0         362.09         -43.23          55.83           53.8            270     2022-03-15       00:34:43  072°38'32.2"W   45°21'18.3"N         7741.3
         1408.0         361.88         -43.26          55.84           53.8            270     2022-03-15       00:34:44  072°38'29.6"W   45°21'18.3"N         7745.1
         1409.0         361.68         -43.29          55.72           53.8            270     2022-03-15       00:34:45  072°38'27.2"W   45°21'18.3"N         7748.9
         1410.0         361.46         -43.33          56.00           53.9            270     2022-03-15       00:34:46  072°38'24.7"W   45°21'18.2"N         7752.9
         1411.0         361.24         -43.36          55.61           53.9            270     2022-03-15       00:34:47  072°38'22.2"W   45°21'18.2"N         7757.1
         1412.0         361.03         -43.39          55.90           53.9            270     2022-03-15       00:34:48  072°38'19.8"W   45°21'18.2"N         7761.1
         1413.0         360.81         -43.43          55.50           53.9            270     2022-03-15       00:34:49  072°38'17.4"W   45°21'18.2"N         7765.1
         1414.0         360.60         -43.46          55.38           54.0            270     2022-03-15       00:34:50  072°38'14.9"W   45°21'18.2"N         7769.1
         1415.0         360.39         -43.49          55.67           53.9            270     2022-03-15       00:34:51  072°38'12.4"W   45°21'18.2"N         7772.8
         1416.0         360.19         -43.52          55.27           53.9            270     2022-03-15       00:34:52  072°38'09.9"W   45°21'18.2"N         7776.6
         1417.0         359.99         -43.56          55.85           54.0            270     2022-03-15       00:34:53  072°38'07.4"W   45°21'18.2"N         7780.4
         1418.0         359.77         -43.59          55.89           54.0            271     2022-03-15       00:34:54  072°38'04.9"W   45°21'18.2"N         7784.4
         1419.0         359.56         -43.63          55.49           54.0            271     2022-03-15       00:34:55  072°38'02.4"W   45°21'18.2"N         7788.4
         1420.0         359.35         -43.66          55.80           54.0            271     2022-03-15       00:34:56  072°37'59.9"W   45°21'18.2"N         7792.4
         1421.0         359.13         -43.69          55.85           54.1            271     2022-03-15       00:34:57  072°37'57.5"W   45°21'18.1"N         7796.4
         1422.0         358.92         -43.72          55.44           54.1            271     2022-03-15       00:34:58  072°37'54.9"W   45°21'18.1"N         7800.4
         1423.0         358.71         -43.76          55.36           54.1            271     2022-03-15       00:34:59  072°37'52.5"W   45°21'18.0"N         7804.4
         1424.0         358.49         -43.79          55.66           54.1            271     2022-03-15       00:35:00  072°37'50.0"W   45°21'18.0"N         7808.4
         1425.0         358.28         -43.82          55.25           54.2            271     2022-03-15       00:35:01  072°37'47.5"W   45°21'18.0"N         7812.4
         1426.0         358.07         -43.86          55.16           54.2            271     2022-03-15       00:35:02  072°37'45.0"W   45°21'18.0"N         7816.3
         1427.0         357.86         -43.89          55.48           54.2            271     2022-03-15       00:35:03  072°37'42.5"W   45°21'18.0"N         7820.3
         1428.0         357.65         -43.93          55.06           54.2            271     2022-03-15       00:35:04  072°37'40.0"W   45°21'18.0"N         7824.1
         1429.0         357.45         -43.97          55.38           54.2            271     2022-03-15       00:35:05  072°37'37.5"W   45°21'18.0"N         7827.9
         1430.0         357.24         -44.00          54.96           54.2            271     2022-03-15       00:35:06  072°37'35.0"W   45°21'17.9"N         7831.9
         1431.0         357.03         -44.04          54.87           54.2            271     2022-03-15       00:35:07  072°37'32.5"W   45°21'17.9"N         7835.9
         1432.0         356.81         -44.07          54.86           54.2            271     2022-03-15       00:35:08  072°37'30.0"W   45°21'17.8"N         7839.9
         1433.0         356.59         -44.11          54.77           54.2            271     2022-03-15       00:35:09  072°37'27.5"W   45°21'17.8"N         7844.1
         1434.0         356.37         -44.14          54.68           54.2            271     2022-03-15       00:35:10  072°37'25.0"W   45°21'17.8"N         7848.3
         1435.0         356.16         -44.18          54.66           54.2            271     2022-03-15       00:35:11  072°37'22.5"W   45°21'17.8"N         7852.3
         1436.0         355.94         -44.22          54.65           54.2            271     2022-03-15       00:35:12  072°37'20.1"W   45°21'17.7"N         7856.2
         1437.0         355.74         -44.26          54.56           54.3            271     2022-03-15       00:35:13  072°37'17.5"W   45°21'17.7"N         7860.0
         1438.0         355.54         -44.30          54.47           54.3            271     2022-03-15       00:35:14  072°37'15.0"W   45°21'17.7"N         7863.8
         1439.0         355.34         -44.34          54.03           54.3            271     2022-03-15       00:35:15  072°37'12.5"W   45°21'17.6"N         7867.6
         1440.0         355.15         -44.37          53.93           54.3            271     2022-03-15       00:35:16  072°37'09.9"W   45°21'17.6"N         7871.2
         1441.0         354.96         -44.40          53.91           54.3            271     2022-03-15       00:35:17  072°37'07.4"W   45°21'17.6"N         7874.8
         1442.0         354.77         -44.44          53.95           54.3            271     2022-03-15       00:35:18  072°37'04.9"W   45°21'17.5"N         7878.4
         1443.0         354.58         -44.47          53.51           54.2            271     2022-03-15       00:35:19  072°37'02.5"W   45°21'17.5"N         7882.0
         1444.0         354.39         -44.50          53.84           54.2            271     2022-03-15       00:35:20  072°36'60.0"W   45°21'17.5"N         7885.6
         1445.0         354.19         -44.54          53.40           54.2            271     2022-03-15       00:35:21  072°36'57.5"W   45°21'17.4"N         7889.4
         1446.0         354.00         -44.56          53.73           54.3            271     2022-03-15       00:35:22  072°36'54.9"W   45°21'17.4"N         7893.0
         1447.0         353.79         -44.60          53.61           54.3            271     2022-03-15       00:35:23  072°36'52.5"W   45°21'17.4"N         7896.9
         1448.0         353.59         -44.63          53.17           54.4            271     2022-03-15       00:35:24  072°36'50.0"W   45°21'17.4"N         7900.7
         1449.0         353.39         -44.66          53.51           54.4            271     2022-03-15       00:35:25  072°36'47.5"W   45°21'17.4"N         7904.5
         1450.0         353.19         -44.70          52.91           54.4            271     2022-03-15       00:35:26  072°36'45.0"W   45°21'17.3"N         7908.3
         1451.0         352.98         -44.74          52.93           54.4            271     2022-03-15       00:35:27  072°36'42.5"W   45°21'17.3"N         7912.3
         1452.0         352.78         -44.77          53.27           54.4            271     2022-03-15       00:35:28  072°36'40.0"W   45°21'17.2"N         7916.1
         1453.0         352.57         -44.80          53.15           54.4            271     2022-03-15       00:35:29  072°36'37.6"W   45°21'17.2"N         7920.1
         1454.0         352.34         -44.84          52.69           54.4            271     2022-03-15       00:35:30  072°36'35.1"W   45°21'17.1"N         7924.3
         1455.0         352.12         -44.87          53.05           54.4            271     2022-03-15       00:35:31  072°36'32.6"W   45°21'17.1"N         7928.5
         1456.0         351.90         -44.90          52.92           54.4            272     2022-03-15       00:35:32  072°36'30.1"W   45°21'17.0"N         7932.7
         1457.0         351.69         -44.94          52.80           54.4            272     2022-03-15       00:35:33  072°36'27.6"W   45°21'17.0"N         7936.6
         1458.0         351.48         -44.97          53.17           54.5            272     2022-03-15       00:35:34  072°36'25.0"W   45°21'16.9"N         7940.6
         1459.0         351.28         -45.01          52.71           54.5            272     2022-03-15       00:35:35  072°36'22.5"W   45°21'16.9"N         7944.4
         1460.0         351.08         -45.04          52.24           54.5            272     2022-03-15       00:35:36  072°36'20.0"W   45°21'16.8"N         7948.2
         1461.0         350.88         -45.08          52.36           54.5            272     2022-03-15       00:35:37  072°36'17.5"W   45°21'16.8"N         7952.0
         1462.0         350.69         -45.11          52.71           54.5            272     2022-03-15       00:35:38  072°36'15.1"W   45°21'16.7"N         7955.8
         1463.0         350.48         -45.14          52.62           54.6            272     2022-03-15       00:35:39  072°36'12.7"W   45°21'16.7"N         7959.8
         1464.0         350.28         -45.18          52.98           54.6            272     2022-03-15       00:35:40  072°36'10.2"W   45°21'16.7"N         7963.6
         1465.0         350.08         -45.21          52.51           54.6            272     2022-03-15       00:35:41  072°36'07.7"W   45°21'16.6"N         7967.4
         1466.0         349.88         -45.24          52.50           54.6            272     2022-03-15       00:35:42  072°36'05.2"W   45°21'16.6"N         7971.2
         1467.0         349.67         -45.27          52.41           54.6            272     2022-03-15       00:35:43  072°36'02.6"W   45°21'16.5"N         7975.1
         1468.0         349.47         -45.30          52.31           54.6            272     2022-03-15       00:35:44  072°35'60.0"W   45°21'16.4"N         7978.9
         1469.0         349.27         -45.34          52.68           54.6            272     2022-03-15       00:35:45  072°35'57.4"W   45°21'16.4"N         7982.7
         1470.0         349.07         -45.37          53.06           54.6            272     2022-03-15       00:35:46  072°35'54.9"W   45°21'16.3"N         7986.5
         1471.0         348.87         -45.41          52.59           54.7            272     2022-03-15       00:35:47  072°35'52.4"W   45°21'16.2"N         7990.5
         1472.0         348.67         -45.45          52.50           54.7            272     2022-03-15       00:35:48  072°35'49.9"W   45°21'16.2"N         7994.3
         1473.0         348.46         -45.49          52.89           54.7            272     2022-03-15       00:35:49  072°35'47.4"W   45°21'16.1"N         7998.3
         1474.0         348.24         -45.52          52.81           54.8            272     2022-03-15       00:35:50  072°35'45.0"W   45°21'16.0"N         8002.5
         1475.0         348.03         -45.56          53.21           54.8            272     2022-03-15       00:35:51  072°35'42.4"W   45°21'16.0"N         8006.5
         1476.0         347.82         -45.59          53.13           54.8            272     2022-03-15       00:35:52  072°35'39.9"W   45°21'15.9"N         8010.5
         1477.0         347.61         -45.63          52.66           54.7            272     2022-03-15       00:35:53  072°35'37.4"W   45°21'15.8"N         8014.4
         1478.0         347.42         -45.66          53.06           54.7            272     2022-03-15       00:35:54  072°35'34.8"W   45°21'15.7"N         8018.2
         1479.0         347.22         -45.70          52.59           54.7            272     2022-03-15       00:35:55  072°35'32.3"W   45°21'15.6"N         8022.0
         1480.0         347.00         -45.73          53.00           54.7            272     2022-03-15       00:35:56  072°35'29.7"W   45°21'15.5"N         8026.2
         1481.0         346.79         -45.76          53.01           54.7            272     2022-03-15       00:35:57  072°35'27.1"W   45°21'15.4"N         8030.2
         1482.0         346.57         -45.80          52.92           54.8            272     2022-03-15       00:35:58  072°35'24.6"W   45°21'15.4"N         8034.4
         1483.0         346.36         -45.84          53.35           54.9            272     2022-03-15       00:35:59  072°35'22.1"W   45°21'15.3"N         8038.6
         1484.0         346.14         -45.88          52.90           55.0            272     2022-03-15       00:36:00  072°35'19.5"W   45°21'15.2"N         8042.8
         1485.0         345.93         -45.91          52.81           55.0            272     2022-03-15       00:36:01  072°35'17.0"W   45°21'15.2"N         8046.8
         1486.0         345.72         -45.95          53.24           55.0            273     2022-03-15       00:36:02  072°35'14.5"W   45°21'15.1"N         8050.8
         1487.0         345.52         -45.99          53.16           54.9            273     2022-03-15       00:36:03  072°35'12.0"W   45°21'15.0"N         8054.7
         1488.0         345.31         -46.02          52.70           54.9            273     2022-03-15       00:36:04  072°35'09.6"W   45°21'14.9"N         8058.7
         1489.0         345.10         -46.06          53.14           54.8            273     2022-03-15       00:36:05  072°35'07.1"W   45°21'14.8"N         8062.7
         1490.0         344.89         -46.09          53.06           54.8            273     2022-03-15       00:36:06  072°35'04.6"W   45°21'14.7"N         8066.7
         1491.0         344.70         -46.13          52.97           54.8            273     2022-03-15       00:36:07  072°35'02.0"W   45°21'14.7"N         8070.5
         1492.0         344.49         -46.17          52.51           54.9            273     2022-03-15       00:36:08  072°34'59.5"W   45°21'14.6"N         8074.5
         1493.0         344.29         -46.20          52.42           54.9            273     2022-03-15       00:36:09  072°34'56.9"W   45°21'14.5"N         8078.3
         1494.0         344.10         -46.24          52.87           54.9            273     2022-03-15       00:36:10  072°34'54.3"W   45°21'14.4"N         8082.1
         1495.0         343.91         -46.27          53.33           54.9            273     2022-03-15       00:36:11  072°34'51.8"W   45°21'14.4"N         8085.7
         1496.0         343.72         -46.31          53.25           54.9            273     2022-03-15       00:36:12  072°34'49.4"W   45°21'14.3"N         8089.5
         1497.0         343.52         -46.34          53.18           54.9            273     2022-03-15       00:36:13  072°34'46.9"W   45°21'14.2"N         8093.2
